instruction,answer
Beri rekomendasi makanan kategori Ayam & bebek/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Sejiwa Cafe, Tuamang** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Nasi Goreng Telur | Harga: 16000.0
- Nasi Ayam Geprek | Harga: 14500.0
- Ifu Mie Goreng | Harga: 16000.0
- Ceker Mercon | Harga: 16000.0
- Lele Geprek | Harga: 15000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Jajanan/Kopi.,"Halo! 🌟
Kalau kamu mau makan Minuman/Jajanan/Kopi, ada rekomendasi bagus nih! Coba deh ke **Sekata Kopi** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Sekata Signature Coffee | Harga: 26000.0
- Chocoffee | Harga: 33000.0
- Coffee Lattee | Harga: 30000.0
- Honey Coffee | Harga: 29000.0
- Sanger | Harga: 23000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Aneka nasi/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Minuman/Aneka nasi/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Semangkok Rempah** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Nasi Ayam Krengsengan Lengkap | Harga: 39500.0
- Nasi Penyetan Lengkap | Harga: 42500.0
- Nasi US Shortplate Balado Lengkap | Harga: 48000.0
- Nasi Udang Pedas Wangi Lengkap | Harga: 48000.0
- Nasi Ayam Krengsengan Reguler | Harga: 34500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Jajanan/Kopi.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Jajanan/Kopi, ada rekomendasi bagus nih! Coba deh ke **Serambi Kuphi, Ksatria** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Espresso/Arabika | Harga: 12500.0
- Cappucino Hot | Harga: 13900.0
- Cappucino Cold | Harga: 16200.0
- Cappucino Cincau Hot | Harga: 16200.0
- Cappucino Cincau Cold | Harga: 18700.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Kopi/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Kopi/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Serambi Kuphi, Ksatria** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Espresso/Arabika | Harga: 12500.0
- Cappucino Hot | Harga: 13900.0
- Cappucino Cold | Harga: 16200.0
- Cappucino Cincau Hot | Harga: 16200.0
- Cappucino Cincau Cold | Harga: 18700.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Korea.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Korea, ada rekomendasi bagus nih! Coba deh ke **Seung Toppoki** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Toppoki Reguler | Harga: 15000.0
- Toppoki Biasa Medium | Harga: 22000.0
- Toppoki Large | Harga: 30000.0
- Toppoki Mozarella Reguler | Harga: 22000.0
- Toppoki Mozarela Medium | Harga: 30000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Jepang/Minuman.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Jepang/Minuman, ada rekomendasi bagus nih! Coba deh ke **Shabu Idasuki, Cikarang** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Shabu Shabu Special | Harga: 95000.0
- Yakiniku Spesial USA Beef | Harga: 90000.0
- Yakiniku Mix | Harga: 65000.0
- Yakiniku Special Autralia Beef | Harga: 90000.0
- Seafood Ramenn | Harga: 45000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Shawarma Sultan, Setiabudi** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Shawarma Kecil Komplit | Harga: 19500.0
- Shawarma Sedang Komplit | Harga: 27500.0
- Shawarma Sedang | Harga: 21500.0
- Shawarma Kecil | Harga: 12700.0
- Mozarella | Harga: 6800.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan.,"Halo! 🌟
Kalau kamu mau makan Jajanan, ada rekomendasi bagus nih! Coba deh ke **Shihlin Ciputra Cibubur** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Box Of Happiness | Harga: 174000.0
- Indonesian Grilled XXL Crispy Chicken | Harga: 48000.0
- Smart Save Xxl + Crepe | Harga: 84000.0
- Smart Save Popcorn + Crepe | Harga: 87000.0
- Smart Save 2 XXL | Harga: 92000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Barat/Cepat saji/Pizza & pasta.,"Halo! 🌟
Kalau kamu mau makan Barat/Cepat saji/Pizza & pasta, ada rekomendasi bagus nih! Coba deh ke **Signora Pasta** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Fusilli Al Tonno | Harga: 67200.0
- Penne Al Salmone | Harga: 70200.0
- Penne Di Mare | Harga: 75650.0
- Maccaroni Ai Formaggi | Harga: 57200.0
- Linguine Alla Matricciana | Harga: 66300.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Korea/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Korea/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Simhae Medan** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Paket Korean BBQ Set A (2 Orang) | Harga: 75000.0
- Paket Korean BBQ Set B (3 Orang) | Harga: 95000.0
- Paket Korean BBQ Set C (4 Orang) | Harga: 120000.0
- Simhae Beef | Harga: 25000.0
- Simhae Complete Set | Harga: 35000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Kopi/Minuman.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Kopi/Minuman, ada rekomendasi bagus nih! Coba deh ke **Simpost Cafe** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Ice Coffee Chocolate | Harga: 18000.0
- Caramel Machiato | Harga: 18000.0
- Orange Milkut | Harga: 18000.0
- Lychee Mock | Harga: 15000.0
- Ice Lemon Honey | Harga: 15000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Timur Tengah/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Timur Tengah/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Sinbad Kebab & Burger** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Kebab Beef | Harga: 25000.0
- Kebab Double Beef | Harga: 29000.0
- Kebab Bratwurst | Harga: 29000.0
- Kebab Mix | Harga: 28000.0
- Duo Kebab Beef | Harga: 52000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Chinese.,"Halo! 🌟
Kalau kamu mau makan Chinese, ada rekomendasi bagus nih! Coba deh ke **Sioke Siobak ADAM** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Siobak Asin + Manis Per Seperempat Kg(250gr) | Harga: 175000.0
- Siobak Asin Per Seperempat Kg | Harga: 175000.0
- Jasio Merah Seperempat Kg | Harga: 175000.0
- Siobak+Jasio+Kuping Cingur Seperempat Kg | Harga: 175000.0
- Cingur Kuping Seperempat Kg | Harga: 105000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan.,"Halo! 🌟
Kalau kamu mau makan Jajanan, ada rekomendasi bagus nih! Coba deh ke **Siomay Podomoro, Polonia** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Siomay Bandung | Harga: 18000.0
- Siomay Goreng | Harga: 18000.0
- Batagor | Harga: 18000.0
- Siomay Goreng + Teh Manis Dingin | Harga: 25000.0
- Siomay Bandung 5 Porsi | Harga: 75000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman.,"Halo! 🌟
Kalau kamu mau makan Minuman, ada rekomendasi bagus nih! Coba deh ke **Sippin, Medan Selayang** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Hojicha Latte | Harga: 17500.0
- Brown Sugar Hojicha | Harga: 20000.0
- Caramel Hojicha | Harga: 23500.0
- Berry Hojicha | Harga: 23500.0
- Thai Tea ( M ) | Harga: 7500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Sate/Jajanan/Ayam & bebek.,"Halo! 🌟
Kalau kamu mau makan Sate/Jajanan/Ayam & bebek, ada rekomendasi bagus nih! Coba deh ke **Sistersfood, Purworejo** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Nasi + Ayam Kremes | Harga: 16500.0
- Ayam Goreng Kremes | Harga: 13000.0
- Dada geprek + Nasi | Harga: 16500.0
- Dada Geprek | Harga: 13000.0
- Paha Geprek + Nasi | Harga: 16500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Aneka nasi/Chinese.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Aneka nasi/Chinese, ada rekomendasi bagus nih! Coba deh ke **Slea Kitchen** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Nasi Bakmoy Ayam | Harga: 18500.0
- Bubur Ayam Sayur Asin | Harga: 18500.0
- Bubur Ayam Polos | Harga: 12500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Sweets.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Sweets, ada rekomendasi bagus nih! Coba deh ke **Slice Cake, Jagakarsa** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Slice Mango Milky Cake | Harga: 38000.0
- Slice Red Velvet | Harga: 38000.0
- Vanilla Milky Cake | Harga: 38000.0
- Strawberry Cheesecake d.20 | Harga: 225000.0
- Mango Milky Cake d.20 | Harga: 257000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Kopi/Pizza & pasta.,"Halo! 🌟
Kalau kamu mau makan Minuman/Kopi/Pizza & pasta, ada rekomendasi bagus nih! Coba deh ke **Slice Coffee** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Slice Coffee | Harga: 25000.0
- Strawberry Yuzu | Harga: 30000.0
- Red Lemonade | Harga: 30000.0
- Sunset Malibu | Harga: 30000.0
- Midnight Surprise | Harga: 30000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Pizza & pasta/Jajanan/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Pizza & pasta/Jajanan/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Sliced Pizzeria, Bintaro** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Special Truffle | Harga: 55000.0
- White | Harga: 40000.0
- Quattro Formaggi | Harga: 50000.0
- Nutella | Harga: 40000.0
- Carnivor | Harga: 50000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Sweets.,"Halo! 🌟
Kalau kamu mau makan Sweets, ada rekomendasi bagus nih! Coba deh ke **So Young, Sambikerep** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Original 3 pcs | Harga: 34000.0
- Original 8 pcs | Harga: 87000.0
- Sweet Croffle 3pcs | Harga: 47000.0
- Sweet  Croffle 8pcs | Harga: 114000.0
- Savory Croffle 3 Pcs | Harga: 47000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Sobat, Ring Road** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Soto Daaging | Harga: 32000.0
- Sooto Paru | Harga: 26800.0
- Sotoo Babat | Harga: 26800.0
- Soto Ayam | Harga: 22200.0
- Soto Ampela | Harga: 18000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Seafood.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Seafood, ada rekomendasi bagus nih! Coba deh ke **Sosis Bakar By Basis.Kuy, Intercon** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Bakso Bakar | Harga: 3100.0
- Bakso Salmon Bakar | Harga: 3100.0
- Crabstick Bakar | Harga: 3100.0
- Dumpling Bakar | Harga: 3100.0
- Fishroll Bakar | Harga: 3100.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan.,"Halo! 🌟
Kalau kamu mau makan Jajanan, ada rekomendasi bagus nih! Coba deh ke **Sosis Bakar Gangan** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Sosis Bakar Sedang | Harga: 7000.0
- Sosis Bakar Jumbo | Harga: 11000.0
- Dumpling Keju Bakar | Harga: 3000.0
- Sosis Bakar Kecil | Harga: 3000.0
- Fishrol Bakar | Harga: 3000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Seafood.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Seafood, ada rekomendasi bagus nih! Coba deh ke **Sosis Bakar KN** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Sosis Bakar Jumbo | Harga: 15000.0
- Sosis Bakar Medium | Harga: 10000.0
- Sosis Bakar Merah | Harga: 10000.0
- Sosis Bakar Ayam | Harga: 10000.0
- Bakso Bakar | Harga: 10000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Roti.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Roti, ada rekomendasi bagus nih! Coba deh ke **Spikoe Lusiana, Rungkut** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Lapis Surabaya Lusiana | Harga: 67500.0
- Spikoe Surabaya Lusiana | Harga: 67500.0
- Lapis Surabaya Besar | Harga: 97500.0
- Spikoe Kombinasi Legit | Harga: 67500.0
- Spikoe Kuno Lusi | Harga: 97500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Kopi/Sweets/Roti/Minuman.,"Halo! 🌟
Kalau kamu mau makan Kopi/Sweets/Roti/Minuman, ada rekomendasi bagus nih! Coba deh ke **Starbucks, Multatuli Medan** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Buy 2 Only 59k | Harga: 59000.0
- Iced  Buttery Candy Macchiato | Harga: 35000.0
- Iced Pear Bliss Dolce Latte | Harga: 35000.0
- Iced Vanilla Fruity Burst | Harga: 35000.0
- Starbucks Gifting Package | Harga: 225000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Kopi/Roti/Minuman.,"Halo! 🌟
Kalau kamu mau makan Kopi/Roti/Minuman, ada rekomendasi bagus nih! Coba deh ke **Starbucks, Sudirman Bogor** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Buy 2 Only 59k | Harga: 59000.0
- Iced  Buttery Candy Macchiato | Harga: 35000.0
- Iced Pear Bliss Dolce Latte | Harga: 35000.0
- Iced Vanilla Fruity Burst | Harga: 35000.0
- Starbucks Gifting Package | Harga: 225000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Roti/Minuman/Kopi.,"Halo! 🌟
Kalau kamu mau makan Roti/Minuman/Kopi, ada rekomendasi bagus nih! Coba deh ke **Starbucks, Sudirman Bogor** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Buy 2 Only 59k | Harga: 59000.0
- Iced  Buttery Candy Macchiato | Harga: 35000.0
- Iced Pear Bliss Dolce Latte | Harga: 35000.0
- Iced Vanilla Fruity Burst | Harga: 35000.0
- Starbucks Gifting Package | Harga: 225000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Steaky Steak Cikarang** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Crispy Chicken Steak | Harga: 31000.0
- Crispy Beef Steak | Harga: 41000.0
- Original Chicken Steak | Harga: 36000.0
- Original Beef Steak | Harga: 55000.0
- Air Mineral | Harga: 4000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Sweets.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Sweets, ada rekomendasi bagus nih! Coba deh ke **StepUp Donut, Mulyorejo** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Paket Basic 6 Pcs | Harga: 73500.0
- Paket Basic 12 Pcs | Harga: 133500.0
- Paket Mix 6 Pcs | Harga: 88500.0
- Paket Mix 12 Pcs | Harga: 148500.0
- Paket Premium 6 Pcs | Harga: 103500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Seafood.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Seafood, ada rekomendasi bagus nih! Coba deh ke **Street Food, Deltasari** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Yakiniku Beef Bowl | Harga: 30000.0
- Original Beef Bowl | Harga: 30000.0
- Chicken Karage | Harga: 25000.0
- Sate Cumi Bakso Bakar | Harga: 18000.0
- Sate Cumi Sosis Bakar | Harga: 18000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Roti.,"Halo! 🌟
Kalau kamu mau makan Roti, ada rekomendasi bagus nih! Coba deh ke **Suans Bakery** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Raisin Toast | Harga: 54600.0
- Roti Tawar Petak | Harga: 29900.0
- Queen Toast | Harga: 45500.0
- Wholemeal Chiaseed Toast | Harga: 59800.0
- Tawar Gandum Besar | Harga: 50700.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Aneka nasi/Bakmie.,"Halo! 🌟
Kalau kamu mau makan Minuman/Aneka nasi/Bakmie, ada rekomendasi bagus nih! Coba deh ke **Subsidi** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Nasi Goreng | Harga: 16800.0
- Mie Goreng | Harga: 16800.0
- Es Teh Manis | Harga: 7380.0
- Telur Dadar | Harga: 5000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Seafood.,"Halo! 🌟
Kalau kamu mau makan Seafood, ada rekomendasi bagus nih! Coba deh ke **Suka Kepiting** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- MATRE 2 | Harga: 111000.0
- MATRE 3 | Harga: 131000.0
- MATRE 4 | Harga: 205000.0
- Suka Bowl Udang Sambal | Harga: 32000.0
- Suka Bowl Sambal Cumi | Harga: 32000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Kopi/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Kopi/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Sultan Cafe** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Ayam Penyet | Harga: 18000.0
- Nasi Goreng Spesial | Harga: 23000.0
- Nasi Goreng Biasa | Harga: 18000.0
- Nasi Goreng Kampung | Harga: 20000.0
- Indomie | Harga: 13000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Kopi/Seafood.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Kopi/Seafood, ada rekomendasi bagus nih! Coba deh ke **Sunday Fat Bowl** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Egg Teriyaki Gyudon | Harga: 38000.0
- Egg Teriyaki Gyudon + Es Kopi Susu Elbidaya 250ml | Harga: 53000.0
- Teriyaki Gyudon + Es Lemon | Harga: 45000.0
- +1 Telur Setengah Matang | Harga: 5000.0
- Nasi Putih | Harga: 5000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Jepang.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Jepang, ada rekomendasi bagus nih! Coba deh ke **Sushi Me, Slipi** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- SushiMe Mix - Best Seller | Harga: 100000.0
- Party Pack | Harga: 105000.0
- Sushi Birthday | Harga: 110000.0
- Beef Bomb | Harga: 42000.0
- Salmon Bomb | Harga: 42000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jepang.,"Halo! 🌟
Kalau kamu mau makan Jepang, ada rekomendasi bagus nih! Coba deh ke **Sushi Mentai, Medan** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- C3. Ebi / Shrimp | Harga: 16500.0
- C4. Ebi Mentai / Shrimp | Harga: 16500.0
- C5. Tako Sushi / Octopus | Harga: 16500.0
- C10. Kani Maki / Crabstick | Harga: 16500.0
- C11. Kappa Maki / Cecumber | Harga: 16500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jepang/Aneka nasi/Ayam & bebek.,"Halo! 🌟
Kalau kamu mau makan Jepang/Aneka nasi/Ayam & bebek, ada rekomendasi bagus nih! Coba deh ke **Sushi Yay, Medan Setiabudi** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Sushi Bucin Platter | Harga: 110000.0
- Sushi Anak Kost Platter | Harga: 110000.0
- Sushi Jomblo Platter | Harga: 110000.0
- Sushi Si Kecil Platter | Harga: 110000.0
- Sushi Mantan Platter | Harga: 115500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jepang.,"Halo! 🌟
Kalau kamu mau makan Jepang, ada rekomendasi bagus nih! Coba deh ke **Sushikun, BG Junction** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Paket Ichi-KUN | Harga: 130000.0
- Paket Ni-KUN | Harga: 130000.0
- Paket Shi-KUN | Harga: 125000.0
- Paket San-KUN | Harga: 110000.0
- Paket Go-KUN | Harga: 65000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan.,"Halo! 🌟
Kalau kamu mau makan Jajanan, ada rekomendasi bagus nih! Coba deh ke **Sushikun, Royal Plaza** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Paket Ichi-KUN | Harga: 130000.0
- Paket Ni-KUN | Harga: 130000.0
- Paket Shi-KUN | Harga: 125000.0
- Paket San-KUN | Harga: 110000.0
- Paket Go-KUN | Harga: 65000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Minuman/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Minuman/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Susu Kocok Kita** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Susu Kocok Boba  Vanila Latte Pembelian 3 Free 1 Ukuran 14oz | Harga: 10000.0
- Susu Kocok Boba Macca | Harga: 10000.0
- Susu Kocok Boba Bubble Gum | Harga: 10000.0
- Susu Kocok Boba Red Velvet | Harga: 10000.0
- Susu Kocok Boba Taro | Harga: 10000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Sweets/Kopi.,"Halo! 🌟
Kalau kamu mau makan Minuman/Sweets/Kopi, ada rekomendasi bagus nih! Coba deh ke **Suweger, Ngelom** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Lovely Choco Berry L | Harga: 23350.0
- Lovely Chocoberry M | Harga: 21280.0
- Passionate Berrykult L | Harga: 23350.0
- Passionate Berrykult M | Harga: 21280.0
- Bold Sourberry L | Harga: 21280.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Sweets/Kopi.,"Halo! 🌟
Kalau kamu mau makan Minuman/Sweets/Kopi, ada rekomendasi bagus nih! Coba deh ke **Suweger, Tropodo** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Lovely Choco Berry L | Harga: 23350.0
- Lovely Chocoberry M | Harga: 21280.0
- Passionate Berrykult L | Harga: 23350.0
- Passionate Berrykult M | Harga: 21280.0
- Bold Sourberry L | Harga: 21280.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Sweets/Kopi.,"Halo! 🌟
Kalau kamu mau makan Minuman/Sweets/Kopi, ada rekomendasi bagus nih! Coba deh ke **Suweger, Wiyung** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Lovely Choco Berry L | Harga: 23350.0
- Lovely Chocoberry M | Harga: 21280.0
- Passionate Berrykult L | Harga: 23350.0
- Passionate Berrykult M | Harga: 21280.0
- Bold Sourberry L | Harga: 21280.0

Nyam nyam! Pasti enak deh! 😋"
